"subject","block","trial","first_trial_in_block","first_trial","card_right","card_left","ch_card","ch_key","selected_offer","reward","Q_ch_card","Q_unch_card","Q_right_card","Q_left_card","exp_val_right","exp_val_left","exp_val_ch","exp_val_unch","PE_cards","alpha","beta","scarcity"
1,6,22,0,0,3,2,2,1,0,0,0.000775324127709891,0.313564848620355,0.313564848620355,0.000775324127709891,0.2,0.2,0.2,0.2,-0.000775324127709891,0.3,4,0.2
1,6,23,0,0,3,1,3,2,1,0,0.313564848620355,0.00864970999832673,0.313564848620355,0.00864970999832673,0.2,0.2,0.2,0.2,-0.313564848620355,0.3,4,0.2
1,6,24,0,0,1,2,1,2,1,1,0.00864970999832673,0.000542726889396923,0.00864970999832673,0.000542726889396923,0.2,0.2,0.2,0.2,0.991350290001673,0.3,4,0.2
1,6,25,0,0,2,3,3,1,0,0,0.219495394034249,0.000542726889396923,0.000542726889396923,0.219495394034249,0.2,0.2,0.2,0.2,-0.219495394034249,0.3,4,0.2
1,1,1,1,1,2,1,2,2,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,4,0.5
1,1,2,0,0,2,3,2,2,1,1,0.65,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.35,0.3,4,0.5
1,1,3,0,0,1,2,2,1,0,1,0.755,0.5,0.5,0.755,0.5,0.5,0.5,0.5,0.245,0.3,4,0.5
1,1,4,0,0,2,1,1,1,0,1,0.5,0.8285,0.8285,0.5,0.5,0.5,0.5,0.5,0.5,0.3,4,0.5
1,1,5,0,0,1,3,1,2,1,1,0.65,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.35,0.3,4,0.5
1,1,6,0,0,1,3,3,1,0,0,0.5,0.755,0.755,0.5,0.5,0.5,0.5,0.5,-0.5,0.3,4,0.5
1,1,7,0,0,2,1,1,1,0,1,0.755,0.8285,0.8285,0.755,0.5,0.5,0.5,0.5,0.245,0.3,4,0.5
1,1,8,0,0,1,2,2,1,0,0,0.8285,0.8285,0.8285,0.8285,0.5,0.5,0.5,0.5,-0.8285,0.3,4,0.5
1,1,9,0,0,3,2,2,1,0,1,0.57995,0.35,0.35,0.57995,0.5,0.5,0.5,0.5,0.42005,0.3,4,0.5
1,1,10,0,0,3,2,2,1,0,0,0.705965,0.35,0.35,0.705965,0.5,0.5,0.5,0.5,-0.705965,0.3,4,0.5
1,1,11,0,0,1,2,1,2,1,1,0.8285,0.4941755,0.8285,0.4941755,0.5,0.5,0.5,0.5,0.1715,0.3,4,0.5
1,1,12,0,0,1,2,2,1,0,0,0.4941755,0.87995,0.87995,0.4941755,0.5,0.5,0.5,0.5,-0.4941755,0.3,4,0.5
1,1,13,0,0,1,3,1,2,1,0,0.87995,0.35,0.87995,0.35,0.5,0.5,0.5,0.5,-0.87995,0.3,4,0.5
1,1,14,0,0,1,2,2,1,0,0,0.34592285,0.615965,0.615965,0.34592285,0.5,0.5,0.5,0.5,-0.34592285,0.3,4,0.5
1,1,15,0,0,2,1,1,1,0,0,0.615965,0.242145995,0.242145995,0.615965,0.5,0.5,0.5,0.5,-0.615965,0.3,4,0.5
1,1,16,0,0,3,2,3,2,1,0,0.35,0.242145995,0.35,0.242145995,0.5,0.5,0.5,0.5,-0.35,0.3,4,0.5
1,1,17,0,0,1,2,1,2,1,0,0.4311755,0.242145995,0.4311755,0.242145995,0.5,0.5,0.5,0.5,-0.4311755,0.3,4,0.5
1,1,18,0,0,1,3,3,1,0,1,0.245,0.30182285,0.30182285,0.245,0.5,0.5,0.5,0.5,0.755,0.3,4,0.5
1,1,19,0,0,3,1,3,2,1,1,0.4715,0.30182285,0.4715,0.30182285,0.5,0.5,0.5,0.5,0.5285,0.3,4,0.5
1,1,20,0,0,3,1,3,2,1,1,0.63005,0.30182285,0.63005,0.30182285,0.5,0.5,0.5,0.5,0.36995,0.3,4,0.5
1,1,21,0,0,3,2,3,2,1,0,0.741035,0.242145995,0.741035,0.242145995,0.5,0.5,0.5,0.5,-0.741035,0.3,4,0.5
1,1,22,0,0,2,1,1,1,0,0,0.30182285,0.242145995,0.242145995,0.30182285,0.5,0.5,0.5,0.5,-0.30182285,0.3,4,0.5
1,1,23,0,0,3,2,3,2,1,1,0.5187245,0.242145995,0.5187245,0.242145995,0.5,0.5,0.5,0.5,0.4812755,0.3,4,0.5
1,1,24,0,0,2,1,1,1,0,0,0.211275995,0.242145995,0.242145995,0.211275995,0.5,0.5,0.5,0.5,-0.211275995,0.3,4,0.5
1,1,25,0,0,1,2,1,2,1,1,0.1478931965,0.242145995,0.1478931965,0.242145995,0.5,0.5,0.5,0.5,0.8521068035,0.3,4,0.5
1,2,1,1,0,1,3,3,1,0,1,0.66310715,0.40352523755,0.40352523755,0.66310715,0.5,0.5,0.5,0.5,0.33689285,0.3,4,0.5
1,2,2,0,0,1,3,1,2,1,0,0.40352523755,0.764175005,0.40352523755,0.764175005,0.5,0.5,0.5,0.5,-0.40352523755,0.3,4,0.5
1,2,3,0,0,1,2,1,2,1,1,0.282467666285,0.242145995,0.282467666285,0.242145995,0.5,0.5,0.5,0.5,0.717532333715,0.3,4,0.5
1,2,4,0,0,3,1,3,2,1,1,0.764175005,0.4977273663995,0.764175005,0.4977273663995,0.5,0.5,0.5,0.5,0.235824995,0.3,4,0.5
1,2,5,0,0,1,3,3,1,0,1,0.8349225035,0.4977273663995,0.4977273663995,0.8349225035,0.5,0.5,0.5,0.5,0.1650774965,0.3,4,0.5
1,2,6,0,0,3,1,1,1,0,1,0.4977273663995,0.88444575245,0.88444575245,0.4977273663995,0.5,0.5,0.5,0.5,0.5022726336005,0.3,4,0.5
1,2,7,0,0,1,2,1,2,1,1,0.64840915647965,0.242145995,0.64840915647965,0.242145995,0.5,0.5,0.5,0.5,0.35159084352035,0.3,4,0.5
1,2,8,0,0,3,2,3,2,1,1,0.88444575245,0.242145995,0.88444575245,0.242145995,0.5,0.5,0.5,0.5,0.11555424755,0.3,4,0.5
1,2,9,0,0,1,2,1,2,1,0,0.753886409535755,0.242145995,0.753886409535755,0.242145995,0.5,0.5,0.5,0.5,-0.753886409535755,0.3,4,0.5
1,2,10,0,0,3,2,3,2,1,0,0.919112026715,0.242145995,0.919112026715,0.242145995,0.5,0.5,0.5,0.5,-0.919112026715,0.3,4,0.5
1,2,11,0,0,3,1,1,1,0,0,0.527720486675028,0.6433784187005,0.6433784187005,0.527720486675028,0.5,0.5,0.5,0.5,-0.527720486675028,0.3,4,0.5
1,2,12,0,0,2,3,3,1,0,0,0.6433784187005,0.242145995,0.242145995,0.6433784187005,0.5,0.5,0.5,0.5,-0.6433784187005,0.3,4,0.5
1,2,13,0,0,2,1,1,1,0,1,0.36940434067252,0.242145995,0.242145995,0.36940434067252,0.5,0.5,0.5,0.5,0.63059565932748,0.3,4,0.5
1,2,14,0,0,3,2,3,2,1,1,0.45036489309035,0.242145995,0.45036489309035,0.242145995,0.5,0.5,0.5,0.5,0.54963510690965,0.3,4,0.5
1,2,15,0,0,2,3,3,1,0,1,0.615255425163245,0.242145995,0.242145995,0.615255425163245,0.5,0.5,0.5,0.5,0.384744574836755,0.3,4,0.5
1,2,16,0,0,1,3,1,2,1,1,0.558583038470764,0.730678797614272,0.558583038470764,0.730678797614272,0.5,0.5,0.5,0.5,0.441416961529236,0.3,4,0.5
1,2,17,0,0,1,2,1,2,1,1,0.691008126929535,0.242145995,0.691008126929535,0.242145995,0.5,0.5,0.5,0.5,0.308991873070465,0.3,4,0.5
1,2,18,0,0,2,1,1,1,0,1,0.783705688850674,0.242145995,0.242145995,0.783705688850674,0.5,0.5,0.5,0.5,0.216294311149326,0.3,4,0.5
1,2,19,0,0,2,3,3,1,0,1,0.730678797614272,0.242145995,0.242145995,0.730678797614272,0.5,0.5,0.5,0.5,0.269321202385728,0.3,4,0.5
1,2,20,0,0,3,2,3,2,1,1,0.81147515832999,0.242145995,0.81147515832999,0.242145995,0.5,0.5,0.5,0.5,0.18852484167001,0.3,4,0.5
1,2,21,0,0,1,3,3,1,0,0,0.868032610830993,0.848593982195472,0.848593982195472,0.868032610830993,0.5,0.5,0.5,0.5,-0.868032610830993,0.3,4,0.5
1,2,22,0,0,3,2,3,2,1,1,0.607622827581695,0.242145995,0.607622827581695,0.242145995,0.5,0.5,0.5,0.5,0.392377172418305,0.3,4,0.5
1,2,23,0,0,3,1,3,2,1,1,0.725335979307187,0.848593982195472,0.725335979307187,0.848593982195472,0.5,0.5,0.5,0.5,0.274664020692813,0.3,4,0.5
1,2,24,0,0,1,2,1,2,1,1,0.848593982195472,0.242145995,0.848593982195472,0.242145995,0.5,0.5,0.5,0.5,0.151406017804528,0.3,4,0.5
1,2,25,0,0,1,2,2,1,0,1,0.242145995,0.89401578753683,0.89401578753683,0.242145995,0.5,0.5,0.5,0.5,0.757854005,0.3,4,0.5
1,3,1,1,0,3,1,3,2,1,0,0.807735185515031,0.89401578753683,0.807735185515031,0.89401578753683,0.5,0.5,0.5,0.5,-0.807735185515031,0.3,4,0.5
1,3,2,0,0,2,3,2,2,1,1,0.4695021965,0.565414629860521,0.4695021965,0.565414629860521,0.5,0.5,0.5,0.5,0.5304978035,0.3,4,0.5
1,3,3,0,0,3,2,3,2,1,1,0.565414629860521,0.62865153755,0.565414629860521,0.62865153755,0.5,0.5,0.5,0.5,0.434585370139479,0.3,4,0.5
1,3,4,0,0,2,3,3,1,0,1,0.695790240902365,0.62865153755,0.62865153755,0.695790240902365,0.5,0.5,0.5,0.5,0.304209759097635,0.3,4,0.5
1,3,5,0,0,2,3,2,2,1,1,0.62865153755,0.787053168631656,0.62865153755,0.787053168631656,0.5,0.5,0.5,0.5,0.37134846245,0.3,4,0.5
1,3,6,0,0,3,1,1,1,0,1,0.89401578753683,0.787053168631656,0.787053168631656,0.89401578753683,0.5,0.5,0.5,0.5,0.10598421246317,0.3,4,0.5
1,3,7,0,0,1,3,1,2,1,0,0.925811051275781,0.787053168631656,0.925811051275781,0.787053168631656,0.5,0.5,0.5,0.5,-0.925811051275781,0.3,4,0.5
1,3,8,0,0,3,2,3,2,1,1,0.787053168631656,0.740056076285,0.787053168631656,0.740056076285,0.5,0.5,0.5,0.5,0.212946831368344,0.3,4,0.5
1,3,9,0,0,1,2,2,1,0,1,0.740056076285,0.648067735893047,0.648067735893047,0.740056076285,0.5,0.5,0.5,0.5,0.259943923715,0.3,4,0.5
1,3,10,0,0,3,2,2,1,0,1,0.8180392533995,0.850937218042159,0.850937218042159,0.8180392533995,0.5,0.5,0.5,0.5,0.1819607466005,0.3,4,0.5
1,3,11,0,0,1,2,1,2,1,0,0.648067735893047,0.87262747737965,0.648067735893047,0.87262747737965,0.5,0.5,0.5,0.5,-0.648067735893047,0.3,4,0.5
1,3,12,0,0,2,1,2,2,1,1,0.87262747737965,0.453647415125133,0.87262747737965,0.453647415125133,0.5,0.5,0.5,0.5,0.12737252262035,0.3,4,0.5
1,3,13,0,0,3,2,3,2,1,1,0.850937218042159,0.910839234165755,0.850937218042159,0.910839234165755,0.5,0.5,0.5,0.5,0.149062781957841,0.3,4,0.5
1,3,14,0,0,1,3,3,1,0,1,0.895656052629511,0.453647415125133,0.453647415125133,0.895656052629511,0.5,0.5,0.5,0.5,0.104343947370489,0.3,4,0.5
1,3,15,0,0,2,3,3,1,0,1,0.926959236840658,0.910839234165755,0.910839234165755,0.926959236840658,0.5,0.5,0.5,0.5,0.0730407631593422,0.3,4,0.5
1,3,16,0,0,2,1,1,1,0,0,0.453647415125133,0.910839234165755,0.910839234165755,0.453647415125133,0.5,0.5,0.5,0.5,-0.453647415125133,0.3,4,0.5
1,3,17,0,0,3,1,1,1,0,1,0.317553190587593,0.94887146578846,0.94887146578846,0.317553190587593,0.5,0.5,0.5,0.5,0.682446809412407,0.3,4,0.5
1,3,18,0,0,1,3,3,1,0,1,0.94887146578846,0.522287233411315,0.522287233411315,0.94887146578846,0.5,0.5,0.5,0.5,0.0511285342115395,0.3,4,0.5
1,3,19,0,0,2,1,2,2,1,1,0.910839234165755,0.522287233411315,0.910839234165755,0.522287233411315,0.5,0.5,0.5,0.5,0.089160765834245,0.3,4,0.5
1,3,20,0,0,2,3,3,1,0,0,0.964210026051922,0.937587463916028,0.937587463916028,0.964210026051922,0.5,0.5,0.5,0.5,-0.964210026051922,0.3,4,0.5
1,3,21,0,0,2,3,3,1,0,0,0.674947018236346,0.937587463916028,0.937587463916028,0.674947018236346,0.5,0.5,0.5,0.5,-0.674947018236346,0.3,4,0.5
1,3,22,0,0,1,3,3,1,0,1,0.472462912765442,0.522287233411315,0.522287233411315,0.472462912765442,0.5,0.5,0.5,0.5,0.527537087234558,0.3,4,0.5
1,3,23,0,0,3,1,3,2,1,0,0.630724038935809,0.522287233411315,0.630724038935809,0.522287233411315,0.5,0.5,0.5,0.5,-0.630724038935809,0.3,4,0.5
1,3,24,0,0,3,2,2,1,0,0,0.937587463916028,0.441506827255067,0.441506827255067,0.937587463916028,0.5,0.5,0.5,0.5,-0.937587463916028,0.3,4,0.5
1,3,25,0,0,3,1,1,1,0,1,0.522287233411315,0.441506827255067,0.441506827255067,0.522287233411315,0.5,0.5,0.5,0.5,0.477712766588685,0.3,4,0.5
1,4,1,1,0,2,3,2,2,1,0,0.65631122474122,0.441506827255067,0.65631122474122,0.441506827255067,0.5,0.5,0.5,0.5,-0.65631122474122,0.3,4,0.5
1,4,2,0,0,3,2,2,1,0,1,0.459417857318854,0.441506827255067,0.441506827255067,0.459417857318854,0.5,0.5,0.5,0.5,0.540582142681146,0.3,4,0.5
1,4,3,0,0,3,2,3,2,1,1,0.441506827255067,0.621592500123198,0.441506827255067,0.621592500123198,0.5,0.5,0.5,0.5,0.558493172744933,0.3,4,0.5
1,4,4,0,0,3,1,3,2,1,1,0.609054779078547,0.665601063387921,0.609054779078547,0.665601063387921,0.5,0.5,0.5,0.5,0.390945220921453,0.3,4,0.5
1,4,5,0,0,2,1,1,1,0,0,0.665601063387921,0.621592500123198,0.621592500123198,0.665601063387921,0.5,0.5,0.5,0.5,-0.665601063387921,0.3,4,0.5
1,4,6,0,0,2,1,2,2,1,0,0.621592500123198,0.465920744371544,0.621592500123198,0.465920744371544,0.5,0.5,0.5,0.5,-0.621592500123198,0.3,4,0.5
1,4,7,0,0,2,3,3,1,0,1,0.726338345354983,0.435114750086238,0.435114750086238,0.726338345354983,0.5,0.5,0.5,0.5,0.273661654645017,0.3,4,0.5
1,4,8,0,0,1,2,2,1,0,1,0.435114750086238,0.465920744371544,0.465920744371544,0.435114750086238,0.5,0.5,0.5,0.5,0.564885249913762,0.3,4,0.5
1,4,9,0,0,3,1,3,2,1,1,0.808436841748488,0.465920744371544,0.808436841748488,0.465920744371544,0.5,0.5,0.5,0.5,0.191563158251512,0.3,4,0.5
1,4,10,0,0,3,2,2,1,0,0,0.604580325060367,0.865905789223941,0.865905789223941,0.604580325060367,0.5,0.5,0.5,0.5,-0.604580325060367,0.3,4,0.5
1,4,11,0,0,1,3,3,1,0,1,0.865905789223941,0.465920744371544,0.465920744371544,0.865905789223941,0.5,0.5,0.5,0.5,0.134094210776059,0.3,4,0.5
1,4,12,0,0,3,2,3,2,1,1,0.906134052456759,0.423206227542257,0.906134052456759,0.423206227542257,0.5,0.5,0.5,0.5,0.093865947543241,0.3,4,0.5
1,4,13,0,0,3,2,3,2,1,1,0.934293836719731,0.423206227542257,0.934293836719731,0.423206227542257,0.5,0.5,0.5,0.5,0.0657061632802687,0.3,4,0.5
1,4,14,0,0,3,2,3,2,1,0,0.954005685703812,0.423206227542257,0.954005685703812,0.423206227542257,0.5,0.5,0.5,0.5,-0.954005685703812,0.3,4,0.5
1,4,15,0,0,2,3,2,2,1,1,0.423206227542257,0.667803979992668,0.423206227542257,0.667803979992668,0.5,0.5,0.5,0.5,0.576793772457743,0.3,4,0.5
1,4,16,0,0,1,3,3,1,0,0,0.667803979992668,0.465920744371544,0.465920744371544,0.667803979992668,0.5,0.5,0.5,0.5,-0.667803979992668,0.3,4,0.5
1,4,17,0,0,2,3,2,2,1,1,0.59624435927958,0.467462785994868,0.59624435927958,0.467462785994868,0.5,0.5,0.5,0.5,0.40375564072042,0.3,4,0.5
1,4,18,0,0,3,1,3,2,1,0,0.467462785994868,0.465920744371544,0.467462785994868,0.465920744371544,0.5,0.5,0.5,0.5,-0.467462785994868,0.3,4,0.5
1,4,19,0,0,3,2,2,1,0,0,0.717371051495706,0.327223950196408,0.327223950196408,0.717371051495706,0.5,0.5,0.5,0.5,-0.717371051495706,0.3,4,0.5
1,4,20,0,0,3,1,3,2,1,1,0.327223950196408,0.465920744371544,0.327223950196408,0.465920744371544,0.5,0.5,0.5,0.5,0.672776049803592,0.3,4,0.5
1,4,21,0,0,3,2,2,1,0,1,0.502159736046994,0.529056765137485,0.529056765137485,0.502159736046994,0.5,0.5,0.5,0.5,0.497840263953006,0.3,4,0.5
1,4,22,0,0,2,1,1,1,0,1,0.465920744371544,0.651511815232896,0.651511815232896,0.465920744371544,0.5,0.5,0.5,0.5,0.534079255628456,0.3,4,0.5
1,4,23,0,0,1,2,1,2,1,1,0.626144521060081,0.651511815232896,0.626144521060081,0.651511815232896,0.5,0.5,0.5,0.5,0.373855478939919,0.3,4,0.5
1,4,24,0,0,3,2,2,1,0,1,0.651511815232896,0.529056765137485,0.529056765137485,0.651511815232896,0.5,0.5,0.5,0.5,0.348488184767104,0.3,4,0.5
1,4,25,0,0,3,1,1,1,0,1,0.738301164742057,0.529056765137485,0.529056765137485,0.738301164742057,0.5,0.5,0.5,0.5,0.261698835257943,0.3,4,0.5
1,5,1,1,0,2,3,2,2,1,0,0.756058270663027,0.529056765137485,0.756058270663027,0.529056765137485,0.5,0.5,0.5,0.5,-0.756058270663027,0.3,4,0.5
1,5,2,0,0,2,1,1,1,0,0,0.81681081531944,0.529240789464119,0.529240789464119,0.81681081531944,0.5,0.5,0.5,0.5,-0.81681081531944,0.3,4,0.5
1,5,3,0,0,2,3,2,2,1,1,0.529240789464119,0.529056765137485,0.529240789464119,0.529056765137485,0.5,0.5,0.5,0.5,0.470759210535881,0.3,4,0.5
1,5,4,0,0,1,2,1,2,1,0,0.571767570723608,0.670468552624883,0.571767570723608,0.670468552624883,0.5,0.5,0.5,0.5,-0.571767570723608,0.3,4,0.5
1,5,5,0,0,3,1,3,2,1,0,0.529056765137485,0.400237299506526,0.529056765137485,0.400237299506526,0.5,0.5,0.5,0.5,-0.529056765137485,0.3,4,0.5
1,5,6,0,0,1,2,2,1,0,0,0.670468552624883,0.400237299506526,0.400237299506526,0.670468552624883,0.5,0.5,0.5,0.5,-0.670468552624883,0.3,4,0.5
1,5,7,0,0,3,2,2,1,0,0,0.469327986837418,0.37033973559624,0.37033973559624,0.469327986837418,0.5,0.5,0.5,0.5,-0.469327986837418,0.3,4,0.5
1,5,8,0,0,2,1,1,1,0,0,0.400237299506526,0.328529590786193,0.328529590786193,0.400237299506526,0.5,0.5,0.5,0.5,-0.400237299506526,0.3,4,0.5
1,5,9,0,0,3,1,1,1,0,0,0.280166109654568,0.37033973559624,0.37033973559624,0.280166109654568,0.5,0.5,0.5,0.5,-0.280166109654568,0.3,4,0.5
1,5,10,0,0,1,2,1,2,1,0,0.196116276758198,0.328529590786193,0.196116276758198,0.328529590786193,0.5,0.5,0.5,0.5,-0.196116276758198,0.3,4,0.5
1,5,11,0,0,2,1,2,2,1,1,0.328529590786193,0.137281393730738,0.328529590786193,0.137281393730738,0.5,0.5,0.5,0.5,0.671470409213807,0.3,4,0.5
1,5,12,0,0,1,2,2,1,0,1,0.529970713550335,0.137281393730738,0.137281393730738,0.529970713550335,0.5,0.5,0.5,0.5,0.470029286449665,0.3,4,0.5
1,5,13,0,0,1,2,2,1,0,0,0.670979499485234,0.137281393730738,0.137281393730738,0.670979499485234,0.5,0.5,0.5,0.5,-0.670979499485234,0.3,4,0.5
1,5,14,0,0,1,3,1,2,1,0,0.137281393730738,0.37033973559624,0.137281393730738,0.37033973559624,0.5,0.5,0.5,0.5,-0.137281393730738,0.3,4,0.5
1,5,15,0,0,3,2,2,1,0,1,0.469685649639664,0.37033973559624,0.37033973559624,0.469685649639664,0.5,0.5,0.5,0.5,0.530314350360336,0.3,4,0.5
1,5,16,0,0,1,2,2,1,0,1,0.628779954747765,0.0960969756115168,0.0960969756115168,0.628779954747765,0.5,0.5,0.5,0.5,0.371220045252235,0.3,4,0.5
1,5,17,0,0,2,1,2,2,1,0,0.740145968323435,0.0960969756115168,0.740145968323435,0.0960969756115168,0.5,0.5,0.5,0.5,-0.740145968323435,0.3,4,0.5
1,5,18,0,0,3,1,3,2,1,0,0.37033973559624,0.0960969756115168,0.37033973559624,0.0960969756115168,0.5,0.5,0.5,0.5,-0.37033973559624,0.3,4,0.5
1,5,19,0,0,3,1,3,2,1,1,0.259237814917368,0.0960969756115168,0.259237814917368,0.0960969756115168,0.5,0.5,0.5,0.5,0.740762185082632,0.3,4,0.5
1,5,20,0,0,2,3,2,2,1,0,0.518102177826405,0.481466470442157,0.518102177826405,0.481466470442157,0.5,0.5,0.5,0.5,-0.518102177826405,0.3,4,0.5
1,5,21,0,0,2,1,2,2,1,1,0.362671524478483,0.0960969756115168,0.362671524478483,0.0960969756115168,0.5,0.5,0.5,0.5,0.637328475521517,0.3,4,0.5
1,5,22,0,0,2,1,1,1,0,1,0.0960969756115168,0.553870067134938,0.553870067134938,0.0960969756115168,0.5,0.5,0.5,0.5,0.903903024388483,0.3,4,0.5
1,5,23,0,0,3,1,3,2,1,0,0.481466470442157,0.367267882928062,0.481466470442157,0.367267882928062,0.5,0.5,0.5,0.5,-0.481466470442157,0.3,4,0.5
1,5,24,0,0,2,1,2,2,1,0,0.553870067134938,0.367267882928062,0.553870067134938,0.367267882928062,0.5,0.5,0.5,0.5,-0.553870067134938,0.3,4,0.5
1,5,25,0,0,1,3,3,1,0,1,0.33702652930951,0.367267882928062,0.367267882928062,0.33702652930951,0.5,0.5,0.5,0.5,0.66297347069049,0.3,4,0.5
1,6,1,1,0,2,1,2,2,1,0,0.387709046994457,0.367267882928062,0.387709046994457,0.367267882928062,0.5,0.5,0.5,0.5,-0.387709046994457,0.3,4,0.5
1,6,2,0,0,3,2,3,2,1,1,0.535918570516657,0.27139633289612,0.535918570516657,0.27139633289612,0.5,0.5,0.5,0.5,0.464081429483343,0.3,4,0.5
1,6,3,0,0,3,1,3,2,1,0,0.67514299936166,0.367267882928062,0.67514299936166,0.367267882928062,0.5,0.5,0.5,0.5,-0.67514299936166,0.3,4,0.5
1,6,4,0,0,3,1,3,2,1,0,0.472600099553162,0.367267882928062,0.472600099553162,0.367267882928062,0.5,0.5,0.5,0.5,-0.472600099553162,0.3,4,0.5
1,6,5,0,0,3,1,3,2,1,1,0.330820069687213,0.367267882928062,0.330820069687213,0.367267882928062,0.5,0.5,0.5,0.5,0.669179930312787,0.3,4,0.5
1,6,6,0,0,1,3,3,1,0,1,0.531574048781049,0.367267882928062,0.367267882928062,0.531574048781049,0.5,0.5,0.5,0.5,0.468425951218951,0.3,4,0.5
1,6,7,0,0,1,2,1,2,1,1,0.367267882928062,0.27139633289612,0.367267882928062,0.27139633289612,0.5,0.5,0.5,0.5,0.632732117071938,0.3,4,0.5
1,6,8,0,0,3,1,1,1,0,1,0.557087518049643,0.672101834146735,0.672101834146735,0.557087518049643,0.5,0.5,0.5,0.5,0.442912481950357,0.3,4,0.5
1,6,9,0,0,2,3,3,1,0,0,0.672101834146735,0.27139633289612,0.27139633289612,0.672101834146735,0.5,0.5,0.5,0.5,-0.672101834146735,0.3,4,0.5
1,6,10,0,0,2,3,2,2,1,1,0.27139633289612,0.470471283902714,0.27139633289612,0.470471283902714,0.5,0.5,0.5,0.5,0.72860366710388,0.3,4,0.5
1,6,11,0,0,2,1,1,1,0,0,0.68996126263475,0.489977433027284,0.489977433027284,0.68996126263475,0.5,0.5,0.5,0.5,-0.68996126263475,0.3,4,0.5
1,6,12,0,0,2,1,1,1,0,0,0.482972883844325,0.489977433027284,0.489977433027284,0.482972883844325,0.5,0.5,0.5,0.5,-0.482972883844325,0.3,4,0.5
1,6,13,0,0,3,2,3,2,1,0,0.470471283902714,0.489977433027284,0.470471283902714,0.489977433027284,0.5,0.5,0.5,0.5,-0.470471283902714,0.3,4,0.5
1,6,14,0,0,2,3,3,1,0,0,0.3293298987319,0.489977433027284,0.489977433027284,0.3293298987319,0.5,0.5,0.5,0.5,-0.3293298987319,0.3,4,0.5
1,6,15,0,0,1,3,1,2,1,0,0.338081018691028,0.23053092911233,0.338081018691028,0.23053092911233,0.5,0.5,0.5,0.5,-0.338081018691028,0.3,4,0.5
1,6,16,0,0,3,1,1,1,0,1,0.236656713083719,0.23053092911233,0.23053092911233,0.236656713083719,0.5,0.5,0.5,0.5,0.763343286916281,0.3,4,0.5
1,6,17,0,0,2,1,1,1,0,0,0.465659699158604,0.489977433027284,0.489977433027284,0.465659699158604,0.5,0.5,0.5,0.5,-0.465659699158604,0.3,4,0.5
1,6,18,0,0,2,1,2,2,1,0,0.489977433027284,0.325961789411022,0.489977433027284,0.325961789411022,0.5,0.5,0.5,0.5,-0.489977433027284,0.3,4,0.5
1,6,19,0,0,2,3,2,2,1,1,0.342984203119099,0.23053092911233,0.342984203119099,0.23053092911233,0.5,0.5,0.5,0.5,0.657015796880901,0.3,4,0.5
1,6,20,0,0,2,3,2,2,1,0,0.540088942183369,0.23053092911233,0.540088942183369,0.23053092911233,0.5,0.5,0.5,0.5,-0.540088942183369,0.3,4,0.5
1,6,21,0,0,3,1,3,2,1,1,0.23053092911233,0.325961789411022,0.23053092911233,0.325961789411022,0.5,0.5,0.5,0.5,0.76946907088767,0.3,4,0.5
1,6,22,0,0,2,1,1,1,0,1,0.325961789411022,0.378062259528358,0.378062259528358,0.325961789411022,0.5,0.5,0.5,0.5,0.674038210588978,0.3,4,0.5
1,6,23,0,0,2,3,3,1,0,0,0.461371650378631,0.378062259528358,0.378062259528358,0.461371650378631,0.5,0.5,0.5,0.5,-0.461371650378631,0.3,4,0.5
